CODIGO;NOME;LOJA;NOME_FANTASIA;ESTOQUE ATUAL;VCTO_MEDIO;VENDA MEDIA
56219;ANILINA LIDER PINK 12X1UND;TRESMANN - SMJ;LIDER FESTAS;23.0;746.8;0.7083333333333334
56220;ANILINA LIDER PRETO 12X1UND;TRESMANN - STT;LIDER FESTAS;17.0;801.8;0.25
56220;ANILINA LIDER PRETO 12X1UND;TRESMANN - SMJ;LIDER FESTAS;11.0;850.4;0.20833333333333334
56221;ANILINA LIDER ROSA 12X1UND;TRESMANN - STT;LIDER FESTAS;4.0;901.2;1.875
56221;ANILINA LIDER ROSA 12X1UND;TRESMANN - SMJ;LIDER FESTAS;9.0;1046.8;1.25
56222;ANILINA LIDER VERDE 12X1UND;TRESMANN - STT;LIDER FESTAS;28.0;921.6;1.4166666666666665
56222;ANILINA LIDER VERDE 12X1UND;TRESMANN - SMJ;LIDER FESTAS;7.0;1069.4;4.75
56223;ANILINA LIDER VERMELHO 12X1UND;TRESMANN - SMJ;LIDER FESTAS;23.0;1118.8;2.958333333333333
56223;ANILINA LIDER VERMELHO 12X1UND;TRESMANN - STT;LIDER FESTAS;30.0;898.6;2.541666666666667
56225;ESSENCIA LIDER BAUNILHA 12XUND;TRESMANN - STT;LIDER FESTAS;41.0;703.0;9.875
56225;ESSENCIA LIDER BAUNILHA 12XUND;TRESMANN - SMJ;LIDER FESTAS;30.0;638.8;4.375
56226;ESSENCIA LIDER PANETTONE 12XUND;TRESMANN - STT;LIDER FESTAS;13.0;539.4;0.4166666666666667
56226;ESSENCIA LIDER PANETTONE 12XUND;TRESMANN - SMJ;LIDER FESTAS;25.0;474.2;0.7083333333333334
56234;AMACIANTE TUFF PLUS PELUCIA 6X2LT;TRESMANN - STT;LIMA E PERGHER;11.0;539.2;14.541666666666668
56234;AMACIANTE TUFF PLUS PELUCIA 6X2LT;TRESMANN - SMJ;LIMA E PERGHER;2.0;1004.6;3.416666666666667
56238;AMACIANTE TUFF PLUS ALGODAO/BRANCO 6X2LT;TRESMANN - SMJ;LIMA E PERGHER;8.0;936.4;6.333333333333334
56238;AMACIANTE TUFF PLUS ALGODAO/BRANCO 6X2LT;TRESMANN - STT;LIMA E PERGHER;14.0;836.6;10.791666666666668
56314;PAPRICA BON APETIT PICANTE 30X12GR;TRESMANN - STT;BON APETIT TEMPEROS;57.0;380.0;18.625
56314;PAPRICA BON APETIT PICANTE 30X12GR;TRESMANN - VIX;BON APETIT TEMPEROS;30.0;351.2;24.208333333333336
56314;PAPRICA BON APETIT PICANTE 30X12GR;TRESMANN - SMJ;BON APETIT TEMPEROS;25.0;396.4;8.708333333333332
56315;PAPRICA BON APETIT DOCE 30X12GR;TRESMANN - SMJ;BON APETIT TEMPEROS;34.0;557.0;10.375
56315;PAPRICA BON APETIT DOCE 30X12GR;TRESMANN - VIX;BON APETIT TEMPEROS;63.0;428.8;22.333333333333336
56315;PAPRICA BON APETIT DOCE 30X12GR;TRESMANN - STT;BON APETIT TEMPEROS;59.0;465.6;14.0
56316;TEMPERO BON APETIT TOMILHO 30X12GR;TRESMANN - SMJ;BON APETIT TEMPEROS;35.0;554.0;2.041666666666667
56316;TEMPERO BON APETIT TOMILHO 30X12GR;TRESMANN - VIX;BON APETIT TEMPEROS;14.0;328.4;7.333333333333333
56316;TEMPERO BON APETIT TOMILHO 30X12GR;TRESMANN - STT;BON APETIT TEMPEROS;46.0;370.2;12.125
56330;MOLHO TOM DAJUDA PEDACOS SUP 36X340GR;TRESMANN - SMJ;ALIMENTOS WILSON;20.0;365.0;3.75
56330;MOLHO TOM DAJUDA PEDACOS SUP 36X340GR;TRESMANN - STT;ALIMENTOS WILSON;33.0;331.0;12.375
56369;CREME DENTAL SORRISO TRIPLA VITAM EXTRA FR 12X70GR;TRESMANN - STT;COTACAO - HIGIENE;0.0;685.8;0.0
56369;CREME DENTAL SORRISO TRIPLA VITAM EXTRA FR 12X70GR;TRESMANN - SMJ;COTACAO - HIGIENE;0.0;583.6;0.0
56394;CREME RACHADURA HIDRA TOUCH P/PES 12X150GR;TRESMANN - SMJ;COTACAO - HIGIENE;0.0;829.6;0.041666666666666664
56394;CREME RACHADURA HIDRA TOUCH P/PES 12X150GR;TRESMANN - STT;COTACAO - HIGIENE;6.0;935.2;0.08333333333333333
56416;CREME NIVEA 6X56G;TRESMANN - SMJ;COTACAO - HIGIENE;19.0;698.6;1.5
56416;CREME NIVEA 6X56G;TRESMANN - STT;COTACAO - HIGIENE;0.0;661.2;1.75
56421;IOGURTE TREVINHO GREGO APRECIARE MOR/MAR 540GR;TRESMANN - STT;TREVO LACTEOS;2.0;43.0;2.0416666666666665
56421;IOGURTE TREVINHO GREGO APRECIARE MOR/MAR 540GR;TRESMANN - SMJ;TREVO LACTEOS;6.0;51.0;3.333333333333333
56422;BEBIDA LACTEA TREVINHO PULSI MORANGO 180GR;TRESMANN - SMJ;TREVO LACTEOS;11.0;50.6;9.333333333333332
56422;BEBIDA LACTEA TREVINHO PULSI MORANGO 180GR;TRESMANN - STT;TREVO LACTEOS;4.0;53.0;14.541666666666666
56424;BEBIDA LACTEA TREVINHO PULSI FRUTAS 180GR;TRESMANN - STT;TREVO LACTEOS;-16.0;49.2;27.416666666666664
56424;BEBIDA LACTEA TREVINHO PULSI FRUTAS 180GR;TRESMANN - SMJ;TREVO LACTEOS;14.0;54.4;5.625
56430;SHAMPOO SEDA PUREZA DETOX 12X325ML;TRESMANN - SMJ;COTACAO - HIGIENE;34.0;1045.4;10.541666666666668
56430;SHAMPOO SEDA PUREZA DETOX 12X325ML;TRESMANN - STT;COTACAO - HIGIENE;0.0;871.2;3.7916666666666665
56431;SHAMPOO SEDA RESTAURACAO INST 12X325ML;TRESMANN - STT;COTACAO - HIGIENE;11.0;656.6;3.583333333333333
56431;SHAMPOO SEDA RESTAURACAO INST 12X325ML;TRESMANN - SMJ;COTACAO - HIGIENE;15.0;889.2;4.875
56433;ALVEJANTE TUFF S/CLORO 6X2LT;TRESMANN - SMJ;LIMA E PERGHER;5.0;358.8;5.916666666666666
56433;ALVEJANTE TUFF S/CLORO 6X2LT;TRESMANN - STT;LIMA E PERGHER;8.0;566.4;2.9166666666666665
56437;SHAMPOO SEDA LISO PERFETO 12X325ML;TRESMANN - VIX;COTACAO - HIGIENE;6.0;855.0;6.25
56437;SHAMPOO SEDA LISO PERFETO 12X325ML;TRESMANN - SMJ;COTACAO - HIGIENE;32.0;936.2;28.625
56437;SHAMPOO SEDA LISO PERFETO 12X325ML;TRESMANN - STT;COTACAO - HIGIENE;0.0;807.0;12.0
56438;SHAMPOO SEDA CERAMIDAS 12X325ML;TRESMANN - STT;COTACAO - HIGIENE;6.0;854.6;5.125
56438;SHAMPOO SEDA CERAMIDAS 12X325ML;TRESMANN - SMJ;COTACAO - HIGIENE;11.0;946.6;11.75
56439;SHAMPOO SEDA FORCA ANTIQUEBRA 12X325ML;TRESMANN - STT;COTACAO - HIGIENE;7.0;685.4;3.458333333333333
56439;SHAMPOO SEDA FORCA ANTIQUEBRA 12X325ML;TRESMANN - SMJ;COTACAO - HIGIENE;0.0;1046.6;6.625
56440;SHAMPOO SEDA LISO EXTREMO 12X325ML;TRESMANN - VIX;COTACAO - HIGIENE;2.0;930.0;6.916666666666667
56440;SHAMPOO SEDA LISO EXTREMO 12X325ML;TRESMANN - SMJ;COTACAO - HIGIENE;33.0;969.2;10.125
56440;SHAMPOO SEDA LISO EXTREMO 12X325ML;TRESMANN - STT;COTACAO - HIGIENE;3.0;791.2;3.6666666666666665
56441;SHAMPOO SEDA CACHOS DEFINIDOS 12X325ML;TRESMANN - STT;COTACAO - HIGIENE;-1.0;975.4;9.708333333333334
56441;SHAMPOO SEDA CACHOS DEFINIDOS 12X325ML;TRESMANN - SMJ;COTACAO - HIGIENE;22.0;1019.6;4.833333333333334
56442;SHAMPOO SEDA OLEO HIDRAT 12X325ML;TRESMANN - STT;COTACAO - HIGIENE;0.0;955.8;6.541666666666666
56442;SHAMPOO SEDA OLEO HIDRAT 12X325ML;TRESMANN - SMJ;COTACAO - HIGIENE;18.0;991.0;7.583333333333334
56443;SHAMPOO SEDA HIDRAT ANTINOS 12X325ML;TRESMANN - STT;COTACAO - HIGIENE;2.0;896.6;6.125
56443;SHAMPOO SEDA HIDRAT ANTINOS 12X325ML;TRESMANN - SMJ;COTACAO - HIGIENE;8.0;971.6;8.416666666666666
56445;SHAMPOO SEDA PRETOS LUMINOSOS 12X325ML;TRESMANN - STT;COTACAO - HIGIENE;1.0;843.4;7.875
56445;SHAMPOO SEDA PRETOS LUMINOSOS 12X325ML;TRESMANN - SMJ;COTACAO - HIGIENE;33.0;945.6;14.083333333333334
56445;SHAMPOO SEDA PRETOS LUMINOSOS 12X325ML;TRESMANN - VIX;COTACAO - HIGIENE;7.0;980.5;0.7083333333333334
56446;SHAMPOO SEDA ANTICASPA HIDR DIARIA 12X325ML;TRESMANN - SMJ;COTACAO - HIGIENE;56.0;939.8;13.25
56446;SHAMPOO SEDA ANTICASPA HIDR DIARIA 12X325ML;TRESMANN - STT;COTACAO - HIGIENE;1.0;900.0;14.708333333333332
56455;CREME DENTAL ORAL 123 ANTICARIES MENTA 24X70GR;TRESMANN - VIX;COTACAO - HIGIENE;4.0;586.0;17.375
56455;CREME DENTAL ORAL 123 ANTICARIES MENTA 24X70GR;TRESMANN - SMJ;COTACAO - HIGIENE;113.0;638.8;40.45833333333333
56455;CREME DENTAL ORAL 123 ANTICARIES MENTA 24X70GR;TRESMANN - STT;COTACAO - HIGIENE;26.0;774.8;101.125
56458;FRALDA PAMPERS BASICA SUPERSEC G 4X26UN;TRESMANN - SMJ;COTACAO - HIGIENE;8.0;640.0;0.9583333333333333
56458;FRALDA PAMPERS BASICA SUPERSEC G 4X26UN;TRESMANN - STT;COTACAO - HIGIENE;2.0;677.4;0.25
56459;FRALDA PAMPERS BASICA SUPERSEC P 4X34UN;TRESMANN - SMJ;COTACAO - HIGIENE;5.0;621.2;0.875
56459;FRALDA PAMPERS BASICA SUPERSEC P 4X34UN;TRESMANN - STT;COTACAO - HIGIENE;4.0;591.2;0.75
56465;CONDICIONADOR J&J BABY GOTAS DE BRILHOS 12X200ML;TRESMANN - SMJ;COTACAO - HIGIENE;11.0;1004.0;0.041666666666666664
56465;CONDICIONADOR J&J BABY GOTAS DE BRILHOS 12X200ML;TRESMANN - STT;COTACAO - HIGIENE;13.0;677.4;0.5416666666666666
56469;DESINFETANTE PINHO BRIL FLORAL 12X500ML;TRESMANN - SMJ;COTACAO - LIMPEZA;0.0;0.0;0.0
56469;DESINFETANTE PINHO BRIL FLORAL 12X500ML;TRESMANN - STT;COTACAO - LIMPEZA;0.0;679.0;0.0
56483;AMPOLA PANTENE HIDRO-CAUTERIZACAO 3X15ML 12X1;TRESMANN - STT;COTACAO - HIGIENE;1.0;788.8;1.4583333333333333
56483;AMPOLA PANTENE HIDRO-CAUTERIZACAO 3X15ML 12X1;TRESMANN - SMJ;COTACAO - HIGIENE;13.0;945.6;1.2083333333333335
56484;GELATINA ROYAL TRADIC FRAMBOESA 15X25GR;TRESMANN - STT;COTACAO - MERCEARIA;3.0;225.4;14.166666666666668
56484;GELATINA ROYAL TRADIC FRAMBOESA 15X25GR;TRESMANN - SMJ;COTACAO - MERCEARIA;36.0;219.8;1.4166666666666667
56485;GELATINA ROYAL TRADIC MORANGO 15X25GR;TRESMANN - SMJ;COTACAO - MERCEARIA;35.0;306.0;8.708333333333332
56485;GELATINA ROYAL TRADIC MORANGO 15X25GR;TRESMANN - STT;COTACAO - MERCEARIA;28.0;285.6;12.416666666666666
56498;RACAO PEDIGREE AD CORDEIRO 100GR;TRESMANN - VIX;MARKET DIST DE ALIMENTOS LTDA;83.0;564.4;14.041666666666668
56498;RACAO PEDIGREE AD CORDEIRO 100GR;TRESMANN - SMJ;MARKET DIST DE ALIMENTOS LTDA;42.0;613.4;34.625
56498;RACAO PEDIGREE AD CORDEIRO 100GR;TRESMANN - STT;MARKET DIST DE ALIMENTOS LTDA;36.0;622.6;42.875
56509;GRANEL CASTANHA CAJU TORRADA S/SAL KG;TRESMANN - STT;GRANEL - TEMPORARIO;-0.368;103.4;4.6466666666666665
56509;GRANEL CASTANHA CAJU TORRADA S/SAL KG;TRESMANN - VIX;GRANEL - TEMPORARIO;-1.826;433.0;6.6385
56509;GRANEL CASTANHA CAJU TORRADA S/SAL KG;TRESMANN - SMJ;GRANEL - TEMPORARIO;1.498;70.0;1.7491666666666665
56511;PAO DE MEL BAUDUCCO 24X240GR;TRESMANN - SMJ;DPP - BAUDUCCO;0.0;-8928.2;3.1666666666666665
56511;PAO DE MEL BAUDUCCO 24X240GR;TRESMANN - STT;DPP - BAUDUCCO;0.0;114.2;4.5
56511;PAO DE MEL BAUDUCCO 24X240GR;TRESMANN - VIX;DPP - BAUDUCCO;1.0;150.8;1.9583333333333333
56570;CONDICIONADOR SEDA PRETO LUMIN 12X325ML;TRESMANN - SMJ;COTACAO - HIGIENE;0.0;896.8;8.708333333333334
56570;CONDICIONADOR SEDA PRETO LUMIN 12X325ML;TRESMANN - VIX;COTACAO - HIGIENE;17.0;743.0;0.2916666666666667
56570;CONDICIONADOR SEDA PRETO LUMIN 12X325ML;TRESMANN - STT;COTACAO - HIGIENE;1.0;904.6;0.8333333333333334
56592;BRINQ BOLA VINIL NA CAIXA UND;TRESMANN - SMJ;TECIDOS E ARMARINHOS MIGUEL BA;7.0;950.8;0.041666666666666664
56592;BRINQ BOLA VINIL NA CAIXA UND;TRESMANN - STT;TECIDOS E ARMARINHOS MIGUEL BA;3.0;645.6;0.5416666666666666
56611;CONDICIONADOR SEDA OLEO HIDRATACAO 12X325ML;TRESMANN - STT;COTACAO - HIGIENE;2.0;882.2;5.666666666666667
56611;CONDICIONADOR SEDA OLEO HIDRATACAO 12X325ML;TRESMANN - SMJ;COTACAO - HIGIENE;23.0;968.6;5.0
56612;CONDICIONADOR SEDA LISO PERFEITO 12X325ML;TRESMANN - SMJ;COTACAO - HIGIENE;9.0;956.0;8.416666666666666
56612;CONDICIONADOR SEDA LISO PERFEITO 12X325ML;TRESMANN - STT;COTACAO - HIGIENE;0.0;871.4;2.3333333333333335
56612;CONDICIONADOR SEDA LISO PERFEITO 12X325ML;TRESMANN - VIX;COTACAO - HIGIENE;12.0;930.6;2.0
56614;CONDICIONADOR SEDA CACHOS DEFINIDOS 12X325ML;TRESMANN - STT;COTACAO - HIGIENE;4.0;827.6;5.375
56614;CONDICIONADOR SEDA CACHOS DEFINIDOS 12X325ML;TRESMANN - SMJ;COTACAO - HIGIENE;23.0;1041.4;3.125
56618;LIXA RICCA PARA PES CONCAVA UN;TRESMANN - STT;BELLIZ IND, COM, IMP E EXP EIR;13.0;750.8;3.0
56618;LIXA RICCA PARA PES CONCAVA UN;TRESMANN - SMJ;BELLIZ IND, COM, IMP E EXP EIR;11.0;1799.6;1.0416666666666665
56620;LAPIS FABER CASTELL GLITZ NEON C/4;TRESMANN - STT;CESCONETTO;16.0;882.8;1.3333333333333333
56620;LAPIS FABER CASTELL GLITZ NEON C/4;TRESMANN - SMJ;CESCONETTO;8.0;837.6;0.7083333333333334
56621;SOBREMESA NESTLE CHANDELLE CHOC 180GR;TRESMANN - SMJ;MONTE SION COMERCIO E TRANSPOR;9.0;43.2;0.8333333333333334
56621;SOBREMESA NESTLE CHANDELLE CHOC 180GR;TRESMANN - STT;MONTE SION COMERCIO E TRANSPOR;12.0;55.0;10.666666666666668
56621;SOBREMESA NESTLE CHANDELLE CHOC 180GR;TRESMANN - VIX;MONTE SION COMERCIO E TRANSPOR;14.0;44.0;6.0
56637;PIZZA TRESMANN M MISTA UND;TRESMANN - STT;TRESMANN - SMJ;0.0;0.0;19.666666666666668
56637;PIZZA TRESMANN M MISTA UND;TRESMANN - SMJ;TRESMANN - SMJ;-540.0;0.0;108.75
56639;GELATINA ROYAL TRADIC MARACUJA 15X25GR;TRESMANN - SMJ;COTACAO - MERCEARIA;35.0;290.2;3.625
56639;GELATINA ROYAL TRADIC MARACUJA 15X25GR;TRESMANN - STT;COTACAO - MERCEARIA;1.0;334.6;3.5
56640;PAO AGORAA HOT DOG KG;TRESMANN - VIX;TRIGO MAIS;9.333;49.6;4.609291666666667
56641;GELATINA ROYAL TRADIC LIMAO 15X25GR;TRESMANN - STT;COTACAO - MERCEARIA;1.0;295.6;7.916666666666667
56641;GELATINA ROYAL TRADIC LIMAO 15X25GR;TRESMANN - SMJ;COTACAO - MERCEARIA;43.0;324.4;2.5833333333333335
56642;GELATINA ROYAL TRADIC CEREJA 15X25GR;TRESMANN - STT;COTACAO - MERCEARIA;14.0;211.0;5.375
56642;GELATINA ROYAL TRADIC CEREJA 15X25GR;TRESMANN - SMJ;COTACAO - MERCEARIA;31.0;259.6;3.3333333333333335
56659;BATATA PALHA ART FRITAS EXT FINA 20X120GR;TRESMANN - STT;SALTEGA;62.0;137.2;61.20833333333333
56659;BATATA PALHA ART FRITAS EXT FINA 20X120GR;TRESMANN - VIX;SALTEGA;34.0;131.6;65.45833333333334
56659;BATATA PALHA ART FRITAS EXT FINA 20X120GR;TRESMANN - SMJ;SALTEGA;56.0;117.2;28.75
56660;BATATA PALHA ART FRITAS TRAD 24X65GR;TRESMANN - STT;SALTEGA;83.0;109.2;54.0
56660;BATATA PALHA ART FRITAS TRAD 24X65GR;TRESMANN - VIX;SALTEGA;30.0;90.0;36.70833333333333
56660;BATATA PALHA ART FRITAS TRAD 24X65GR;TRESMANN - SMJ;SALTEGA;-5.0;80.2;22.416666666666668
56665;IOGURTE FIORE INTEGRAL COM POLPA MOR 130GR;TRESMANN - VIX;FIORE;2.0;38.8;21.875
56665;IOGURTE FIORE INTEGRAL COM POLPA MOR 130GR;TRESMANN - STT;FIORE;13.0;39.4;40.54166666666667
56665;IOGURTE FIORE INTEGRAL COM POLPA MOR 130GR;TRESMANN - SMJ;FIORE;9.0;38.0;5.958333333333334
56676;PALMITO ROI PALMEIRA REAL INTEIRO TOLETES 300G;TRESMANN - SMJ;NATURAL SABOR ALIMENTOS LTDA;16.0;703.6;0.625
56676;PALMITO ROI PALMEIRA REAL INTEIRO TOLETES 300G;TRESMANN - VIX;NATURAL SABOR ALIMENTOS LTDA;0.0;553.6;2.5
56676;PALMITO ROI PALMEIRA REAL INTEIRO TOLETES 300G;TRESMANN - STT;NATURAL SABOR ALIMENTOS LTDA;0.0;665.6;4.833333333333333
56684;PALMITO ROI PALMEIRA REAL RODELAS 300GR;TRESMANN - VIX;NATURAL SABOR ALIMENTOS LTDA;23.0;569.6;2.875
56684;PALMITO ROI PALMEIRA REAL RODELAS 300GR;TRESMANN - STT;NATURAL SABOR ALIMENTOS LTDA;19.0;529.2;1.9166666666666667
56684;PALMITO ROI PALMEIRA REAL RODELAS 300GR;TRESMANN - SMJ;NATURAL SABOR ALIMENTOS LTDA;14.0;669.6;2.916666666666667
56685;PALMITO ROI PALMEIRA REAL CORACAO 300GR;TRESMANN - SMJ;NATURAL SABOR ALIMENTOS LTDA;25.0;687.8;1.4166666666666665
56685;PALMITO ROI PALMEIRA REAL CORACAO 300GR;TRESMANN - VIX;NATURAL SABOR ALIMENTOS LTDA;6.0;562.4;3.833333333333333
56685;PALMITO ROI PALMEIRA REAL CORACAO 300GR;TRESMANN - STT;NATURAL SABOR ALIMENTOS LTDA;11.0;732.8;1.6666666666666667
56748;PANETTONE CASA SUICA GOTAS DE CHOCOLATE 18X500GR;TRESMANN - STT;CIPRIANO - CASA SUICA;0.0;147.0;0.0
56748;PANETTONE CASA SUICA GOTAS DE CHOCOLATE 18X500GR;TRESMANN - SMJ;CIPRIANO - CASA SUICA;0.0;158.75;0.0
56748;PANETTONE CASA SUICA GOTAS DE CHOCOLATE 18X500GR;TRESMANN - VIX;CIPRIANO - CASA SUICA;0.0;0.0;0.0
56767;PAO RAP 10 TIPO TORTILHA FIT 330GR;TRESMANN - VIX;MULTIPLA - PAES;1.0;50.8;36.16666666666667
56767;PAO RAP 10 TIPO TORTILHA FIT 330GR;TRESMANN - SMJ;MULTIPLA - PAES;1.0;44.4;4.916666666666666
56767;PAO RAP 10 TIPO TORTILHA FIT 330GR;TRESMANN - STT;MULTIPLA - PAES;2.0;56.4;13.166666666666668
56776;CONDICIONADOR NIELY GOLD NUTR.MAGICA 6X175ML;TRESMANN - SMJ;COTACAO - HIGIENE;9.0;786.0;0.3333333333333333
56776;CONDICIONADOR NIELY GOLD NUTR.MAGICA 6X175ML;TRESMANN - STT;COTACAO - HIGIENE;4.0;712.8;0.9583333333333333
56777;CREME NIELY GOLD PENTEAR NUTR.MAGICA 250GR;TRESMANN - STT;COTACAO - HIGIENE;6.0;911.6;3.375
56777;CREME NIELY GOLD PENTEAR NUTR.MAGICA 250GR;TRESMANN - SMJ;COTACAO - HIGIENE;5.0;980.0;0.8333333333333333
56778;CREME NIELY GOLD TRAT NUTR.MAGICA 430GR;TRESMANN - SMJ;COTACAO - HIGIENE;11.0;967.0;0.20833333333333334
56778;CREME NIELY GOLD TRAT NUTR.MAGICA 430GR;TRESMANN - STT;COTACAO - HIGIENE;6.0;960.4;0.3333333333333333
56779;KIT NIELY GOLD SHAMPOO 300ML COND NUTR.PODER 200ML;TRESMANN - SMJ;COTACAO - HIGIENE;8.0;993.8;2.208333333333333
56779;KIT NIELY GOLD SHAMPOO 300ML COND NUTR.PODER 200ML;TRESMANN - STT;COTACAO - HIGIENE;10.0;860.8;1.25
56783;SHAMPOO NIELY GOLD NUTR.MAGICA 275ML;TRESMANN - STT;COTACAO - HIGIENE;0.0;887.2;0.7916666666666666
56783;SHAMPOO NIELY GOLD NUTR.MAGICA 275ML;TRESMANN - SMJ;COTACAO - HIGIENE;45.0;910.4;1.125
56784;DESODORANTE BOZZANO AERO EXTREME 150ML;TRESMANN - VIX;COTACAO - HIGIENE;1.0;975.8;5.125
56784;DESODORANTE BOZZANO AERO EXTREME 150ML;TRESMANN - STT;COTACAO - HIGIENE;3.0;930.4;3.625
56784;DESODORANTE BOZZANO AERO EXTREME 150ML;TRESMANN - SMJ;COTACAO - HIGIENE;20.0;1044.0;1.8333333333333333
56816;TEMPERO SAZON TEMPERA E DA LIGA TRAD 12X60G;TRESMANN - SMJ;ELSONS PRODUTOS ALIM.LTDA;8.0;267.8;0.3333333333333333
56816;TEMPERO SAZON TEMPERA E DA LIGA TRAD 12X60G;TRESMANN - STT;ELSONS PRODUTOS ALIM.LTDA;9.0;242.4;1.75
56822;CONDICIONADOR SEDA LISO EXTREMO 12X325ML;TRESMANN - SMJ;COTACAO - HIGIENE;14.0;1011.4;9.166666666666668
56822;CONDICIONADOR SEDA LISO EXTREMO 12X325ML;TRESMANN - VIX;COTACAO - HIGIENE;14.0;1011.25;1.9583333333333335
56822;CONDICIONADOR SEDA LISO EXTREMO 12X325ML;TRESMANN - STT;COTACAO - HIGIENE;4.0;786.2;2.8333333333333335
56829;CHICLETE MENTOS MELANCIA 15X3UN;TRESMANN - VIX;COTACAO - CAIXAS E UNITARIOS;0.0;0.0;0.0
56829;CHICLETE MENTOS MELANCIA 15X3UN;TRESMANN - STT;COTACAO - CAIXAS E UNITARIOS;0.0;383.4;0.0
56829;CHICLETE MENTOS MELANCIA 15X3UN;TRESMANN - SMJ;COTACAO - CAIXAS E UNITARIOS;0.0;371.4;0.0
56839;BISCOITO OREO RECH CHOCOLATE 48X90GR;TRESMANN - SMJ;COTACAO - MERCEARIA;1.0;160.0;7.666666666666667
56839;BISCOITO OREO RECH CHOCOLATE 48X90GR;TRESMANN - STT;COTACAO - MERCEARIA;75.0;174.4;20.5
56839;BISCOITO OREO RECH CHOCOLATE 48X90GR;TRESMANN - VIX;COTACAO - MERCEARIA;107.0;128.8;8.375
56843;VINHO COOLER PERGOLA MORANGO TINTO 12X750ML;TRESMANN - STT;COTACAO - VINHOS;3.0;774.0;0.25
56843;VINHO COOLER PERGOLA MORANGO TINTO 12X750ML;TRESMANN - SMJ;COTACAO - VINHOS;22.0;866.4;2.0
56844;VINHO COOLER PERGOLA PESSEGO TINTO 12X750ML;TRESMANN - SMJ;COTACAO - VINHOS;12.0;941.6;1.3333333333333335
56844;VINHO COOLER PERGOLA PESSEGO TINTO 12X750ML;TRESMANN - STT;COTACAO - VINHOS;3.0;636.2;2.4166666666666665
56854;SANDALIA HAVAIANAS TOP INF MARAVILHA 25-26 PAR;TRESMANN - STT;NOVESETE DISTRIBUIDORA EIRELI;0.0;809.0;0.0
56854;SANDALIA HAVAIANAS TOP INF MARAVILHA 25-26 PAR;TRESMANN - SMJ;NOVESETE DISTRIBUIDORA EIRELI;0.0;0.0;0.0
56855;SANDALIA HAVAIANAS TOP INF MARAVILHA 27-28 PAR;TRESMANN - SMJ;NOVESETE DISTRIBUIDORA EIRELI;0.0;0.0;0.0
56855;SANDALIA HAVAIANAS TOP INF MARAVILHA 27-28 PAR;TRESMANN - STT;NOVESETE DISTRIBUIDORA EIRELI;0.0;809.0;0.0
56856;SANDALIA HAVAIANAS TOP INF MARAVILHA 37-38 PAR;TRESMANN - STT;NOVESETE DISTRIBUIDORA EIRELI;0.0;809.0;0.0
56856;SANDALIA HAVAIANAS TOP INF MARAVILHA 37-38 PAR;TRESMANN - SMJ;NOVESETE DISTRIBUIDORA EIRELI;0.0;0.0;0.0
56865;SHAMPOO PALMOLIVE KIDS CABELOS CACHEADOS 6X350ML;TRESMANN - SMJ;COTACAO - HIGIENE;10.0;661.0;0.08333333333333333
56865;SHAMPOO PALMOLIVE KIDS CABELOS CACHEADOS 6X350ML;TRESMANN - STT;COTACAO - HIGIENE;3.0;599.2;0.125
56867;CONDICIONADOR SEDA HIDR ANTI-NOS 12X325ML;TRESMANN - SMJ;COTACAO - HIGIENE;15.0;954.6;3.3333333333333335
56867;CONDICIONADOR SEDA HIDR ANTI-NOS 12X325ML;TRESMANN - STT;COTACAO - HIGIENE;5.0;830.6;5.25
56908;MOLHO D AJUDA TEXGRILL BARBECUE 12X270GR;TRESMANN - STT;ALIMENTOS WILSON;0.0;259.2;1.6666666666666667
56908;MOLHO D AJUDA TEXGRILL BARBECUE 12X270GR;TRESMANN - SMJ;ALIMENTOS WILSON;4.0;350.8;0.25
56918;TEMPERO NATIVO CHURRASCO 300GR;TRESMANN - SMJ;NATIVO TEMPEROS;14.0;481.2;2.291666666666667
56918;TEMPERO NATIVO CHURRASCO 300GR;TRESMANN - STT;NATIVO TEMPEROS;4.0;486.0;1.0416666666666667
56919;TEMPERO NATIVO CHURRASCO ERVAS FINAS 10X300GR;TRESMANN - SMJ;NATIVO TEMPEROS;4.0;423.0;1.4583333333333333
56919;TEMPERO NATIVO CHURRASCO ERVAS FINAS 10X300GR;TRESMANN - STT;NATIVO TEMPEROS;10.0;480.2;1.9166666666666665
56920;TEMPERO NATIVO CHURRASCO ALHO 300GR;TRESMANN - SMJ;NATIVO TEMPEROS;12.0;522.4;2.4166666666666665
56920;TEMPERO NATIVO CHURRASCO ALHO 300GR;TRESMANN - STT;NATIVO TEMPEROS;4.0;497.6;2.75
56921;TEMPERO NATIVO CHURRASCO C/PIMENTA CALABRESA 300G;TRESMANN - STT;NATIVO TEMPEROS;13.0;487.0;2.75
56921;TEMPERO NATIVO CHURRASCO C/PIMENTA CALABRESA 300G;TRESMANN - SMJ;NATIVO TEMPEROS;14.0;490.4;1.4583333333333335
56989;CHOCOLATE OETKER PO 70% 18X200GR;TRESMANN - SMJ;CADIS;9.0;403.8;1.125
56989;CHOCOLATE OETKER PO 70% 18X200GR;TRESMANN - STT;CADIS;31.0;378.6;3.75
56991;CERA INDY AUTOMOTIVA 12X200G;TRESMANN - STT;LIMA E PERGHER;13.0;712.4;2.041666666666667
