CODIGO;NOME;LOJA;ESTOQUE ATUAL;VCTO_MEDIO;VENDA MEDIA
70432;VINHO LAS PERDICES PINOT GRIGIO ARG 750ML;TRESMANN - VIX;4.0;1097.2;7.541666666666667
70432;VINHO LAS PERDICES PINOT GRIGIO ARG 750ML;TRESMANN - STT;2.0;721.4;0.20833333333333334
70432;VINHO LAS PERDICES PINOT GRIGIO ARG 750ML;TRESMANN - SMJ;6.0;1225.8;0.0
70433;VINHO LAS PERDICES MALBEC ARG 750ML;TRESMANN - SMJ;4.0;1098.4;0.125
70433;VINHO LAS PERDICES MALBEC ARG 750ML;TRESMANN - VIX;0.0;1552.8;4.833333333333334
70433;VINHO LAS PERDICES MALBEC ARG 750ML;TRESMANN - STT;4.0;792.8;2.7083333333333335
70437;PATE CASTELO PIMENTA BIQUINHO DEF LEV PIC 12X220GR;TRESMANN - STT;5.0;513.4;1.5416666666666665
70437;PATE CASTELO PIMENTA BIQUINHO DEF LEV PIC 12X220GR;TRESMANN - SMJ;7.0;470.2;0.9166666666666667
70449;FRALDA PAMPERS SUPERSEC M 6X30UN;TRESMANN - SMJ;12.0;641.0;0.25
70449;FRALDA PAMPERS SUPERSEC M 6X30UN;TRESMANN - STT;4.0;599.2;0.08333333333333333
70463;DESINFETANTE URCA FLOR LAVANDA 6X2LT;TRESMANN - VIX;1.0;-29972.33;2.9583333333333335
70464;VINHO MANOS PINOT NOIR ARG 750ML;TRESMANN - SMJ;5.0;1082.33;0.08333333333333333
70464;VINHO MANOS PINOT NOIR ARG 750ML;TRESMANN - VIX;3.0;1748.8;0.4583333333333333
70464;VINHO MANOS PINOT NOIR ARG 750ML;TRESMANN - STT;6.0;687.33;0.041666666666666664
70466;VINHO SAGRADO TINTO POR 750ML;TRESMANN - VIX;2.0;2120.6;0.7916666666666667
70466;VINHO SAGRADO TINTO POR 750ML;TRESMANN - SMJ;3.0;1411.0;0.16666666666666666
70466;VINHO SAGRADO TINTO POR 750ML;TRESMANN - STT;8.0;670.67;0.08333333333333333
70468;VINHO NAVALDAR RIOJA TEMPRANILLO D.O.CA ESP 750ML;TRESMANN - SMJ;3.0;937.25;1.1666666666666667
70468;VINHO NAVALDAR RIOJA TEMPRANILLO D.O.CA ESP 750ML;TRESMANN - STT;1.0;947.75;0.7083333333333334
70468;VINHO NAVALDAR RIOJA TEMPRANILLO D.O.CA ESP 750ML;TRESMANN - VIX;3.0;1149.8;0.375
70469;VINHO CARNIVOR ZINFANDEL EUA 750ML;TRESMANN - STT;2.0;881.6;1.2916666666666667
70469;VINHO CARNIVOR ZINFANDEL EUA 750ML;TRESMANN - VIX;5.0;1749.6;0.375
70469;VINHO CARNIVOR ZINFANDEL EUA 750ML;TRESMANN - SMJ;2.0;1457.0;0.3333333333333333
70472;VINHO BATASIOLO BARBERA DALBA DOC ITA 750ML;TRESMANN - VIX;0.0;1508.4;1.2916666666666667
70472;VINHO BATASIOLO BARBERA DALBA DOC ITA 750ML;TRESMANN - SMJ;2.0;1165.67;0.0
70472;VINHO BATASIOLO BARBERA DALBA DOC ITA 750ML;TRESMANN - STT;2.0;960.5;0.0
70473;VINHO NEGRO MALBEC MENDOZA TINTO ARG 750ML;TRESMANN - STT;2.0;952.0;0.08333333333333333
70473;VINHO NEGRO MALBEC MENDOZA TINTO ARG 750ML;TRESMANN - SMJ;2.0;1902.67;0.2916666666666667
70473;VINHO NEGRO MALBEC MENDOZA TINTO ARG 750ML;TRESMANN - VIX;1.0;3455.8;0.20833333333333334
70487;TORRADA BAUDUCCO INTEGRAL MULTIPACK 20X284G;TRESMANN - STT;0.0;288.0;8.0
70487;TORRADA BAUDUCCO INTEGRAL MULTIPACK 20X284G;TRESMANN - SMJ;0.0;251.6;6.458333333333333
70492;AMACIANTE YPE CONC BLUE 12X1LT;TRESMANN - STT;17.0;716.6;4.75
70492;AMACIANTE YPE CONC BLUE 12X1LT;TRESMANN - SMJ;0.0;674.0;2.0
70514;PAO WICKBOLD DO FORNO 100% NUTRICAO 500GR;TRESMANN - VIX;40.0;32.8;118.25
70514;PAO WICKBOLD DO FORNO 100% NUTRICAO 500GR;TRESMANN - SMJ;5.0;35.4;22.416666666666664
70514;PAO WICKBOLD DO FORNO 100% NUTRICAO 500GR;TRESMANN - STT;68.0;32.4;145.08333333333331
70519;ENERGETICO MONSTER JUICE KHAOS 6X473ML;TRESMANN - STT;0.0;411.4;6.833333333333333
70519;ENERGETICO MONSTER JUICE KHAOS 6X473ML;TRESMANN - SMJ;0.0;553.8;5.333333333333333
70519;ENERGETICO MONSTER JUICE KHAOS 6X473ML;TRESMANN - VIX;0.0;430.4;6.875
70520;ENERGETICO MONSTER ULTRA 6X473ML;TRESMANN - SMJ;29.0;519.8;18.791666666666668
70520;ENERGETICO MONSTER ULTRA 6X473ML;TRESMANN - VIX;44.0;486.0;49.04166666666667
70520;ENERGETICO MONSTER ULTRA 6X473ML;TRESMANN - STT;0.0;467.8;18.458333333333336
70521;BEBIDA ADES AMENDOA ORIGINAL TP 6X1LT;TRESMANN - STT;-1.0;225.4;6.333333333333334
70521;BEBIDA ADES AMENDOA ORIGINAL TP 6X1LT;TRESMANN - VIX;7.0;184.6;5.958333333333334
70521;BEBIDA ADES AMENDOA ORIGINAL TP 6X1LT;TRESMANN - SMJ;6.0;247.0;6.083333333333334
70531;FUNIL ALVES GRANDE N.4 REF.100;TRESMANN - STT;39.0;878.6;6.375
70531;FUNIL ALVES GRANDE N.4 REF.100;TRESMANN - SMJ;23.0;371.0;0.5416666666666666
70532;"FACA SIMONAGGIO P/PAO 7,5"" BRANCA CARTELA";TRESMANN - STT;7.0;918.4;1.3333333333333335
70532;"FACA SIMONAGGIO P/PAO 7,5"" BRANCA CARTELA";TRESMANN - SMJ;10.0;2050.75;1.5416666666666667
70533;BALA BUTTER TOFFE CHOC 12X100G;TRESMANN - STT;3.0;404.8;6.666666666666666
70533;BALA BUTTER TOFFE CHOC 12X100G;TRESMANN - SMJ;6.0;441.2;3.625
70540;MASSA INST MIOJO CREMOSO MOLHO QUEIJO 50X88G;TRESMANN - SMJ;50.0;247.2;4.5
70540;MASSA INST MIOJO CREMOSO MOLHO QUEIJO 50X88G;TRESMANN - STT;3.0;245.8;16.583333333333332
70543;FRALDA PAMPERS SUPERSEC XXG 4X20UN;TRESMANN - STT;0.0;581.0;0.08333333333333333
70543;FRALDA PAMPERS SUPERSEC XXG 4X20UN;TRESMANN - SMJ;12.0;493.6;0.0
70546;ABSORVENTE O.B. APLICADOR SUPER PRO COMFORT 12X8UN;TRESMANN - STT;16.0;845.8;2.7083333333333335
70546;ABSORVENTE O.B. APLICADOR SUPER PRO COMFORT 12X8UN;TRESMANN - SMJ;26.0;800.6;0.4166666666666667
70547;LIMPA VIDRO VEJA VIDREX CRSTAL PULV 12X500GR;TRESMANN - SMJ;16.0;722.4;5.5
70547;LIMPA VIDRO VEJA VIDREX CRSTAL PULV 12X500GR;TRESMANN - STT;12.0;592.8;1.5
70547;LIMPA VIDRO VEJA VIDREX CRSTAL PULV 12X500GR;TRESMANN - VIX;5.0;635.2;4.291666666666666
70569;APARELHO BARB ENOX GT2 2UN;TRESMANN - STT;35.0;732.2;16.958333333333336
70569;APARELHO BARB ENOX GT2 2UN;TRESMANN - SMJ;60.0;1893.0;6.625
70570;APARELHO BARB ENOX GT2 PCT 5UN;TRESMANN - SMJ;26.0;1840.8;6.875
70570;APARELHO BARB ENOX GT2 PCT 5UN;TRESMANN - STT;14.0;654.6;8.875
70591;CHOCOLATE TWIX 18X40GR;TRESMANN - STT;53.0;138.6;10.5
70591;CHOCOLATE TWIX 18X40GR;TRESMANN - SMJ;10.0;141.0;21.916666666666664
70591;CHOCOLATE TWIX 18X40GR;TRESMANN - VIX;28.0;125.2;60.541666666666664
70610;SHAMPOO NEUTROX CLASSICO HIDRATA DIA A DI 12X300ML;TRESMANN - STT;9.0;787.8;1.75
70610;SHAMPOO NEUTROX CLASSICO HIDRATA DIA A DI 12X300ML;TRESMANN - SMJ;24.0;864.2;3.25
70611;FRALDA MASTERFRAL CONFORT XG GERIAT 7UN;TRESMANN - STT;8.0;718.8;1.6666666666666665
70611;FRALDA MASTERFRAL CONFORT XG GERIAT 7UN;TRESMANN - SMJ;9.0;891.4;0.16666666666666666
70619;GLADE AUTOMATIC REFIL LEMB INFANCIA 269ML;TRESMANN - SMJ;0.0;567.2;0.375
70619;GLADE AUTOMATIC REFIL LEMB INFANCIA 269ML;TRESMANN - STT;0.0;627.8;0.4166666666666667
70620;CONFEITE M&MS CHOCOLATE 148G;TRESMANN - VIX;29.0;287.8;21.375
70620;CONFEITE M&MS CHOCOLATE 148G;TRESMANN - SMJ;24.0;293.4;8.333333333333334
70620;CONFEITE M&MS CHOCOLATE 148G;TRESMANN - STT;23.0;291.8;10.541666666666668
70621;CONFEITE M&MS AMENDOIM 148G;TRESMANN - SMJ;9.0;184.8;2.708333333333333
70621;CONFEITE M&MS AMENDOIM 148G;TRESMANN - VIX;16.0;204.4;16.083333333333336
70621;CONFEITE M&MS AMENDOIM 148G;TRESMANN - STT;18.0;203.6;10.666666666666668
70625;ROLO ALUMINIO TRESMANN 30X4M;TRESMANN - STT;22.0;887.4;13.916666666666668
70625;ROLO ALUMINIO TRESMANN 30X4M;TRESMANN - SMJ;8.0;916.0;2.5833333333333335
70625;ROLO ALUMINIO TRESMANN 30X4M;TRESMANN - VIX;-9.0;1360.4;7.0
70626;ROLO ALUMINIO TRESMANN 30X7,5M;TRESMANN - STT;28.0;712.6;13.458333333333334
70626;ROLO ALUMINIO TRESMANN 30X7,5M;TRESMANN - SMJ;125.0;1486.6;6.166666666666666
70627;ROLO ALUMINIO TRESMANN 45X4M;TRESMANN - VIX;4.0;1354.8;6.208333333333333
70627;ROLO ALUMINIO TRESMANN 45X4M;TRESMANN - STT;9.0;1050.6;7.083333333333334
70627;ROLO ALUMINIO TRESMANN 45X4M;TRESMANN - SMJ;21.0;778.6;0.9583333333333334
70628;ROLO ALUMINIO TRESMANN 45X7,5M;TRESMANN - SMJ;47.0;598.8;1.6666666666666667
70628;ROLO ALUMINIO TRESMANN 45X7,5M;TRESMANN - STT;71.0;833.0;9.208333333333332
70629;PAPEL MANTEIGA TRESMANN 30X7,5M;TRESMANN - VIX;35.0;1313.8;8.541666666666668
70629;PAPEL MANTEIGA TRESMANN 30X7,5M;TRESMANN - SMJ;52.0;1130.8;4.5
70629;PAPEL MANTEIGA TRESMANN 30X7,5M;TRESMANN - STT;54.0;744.4;15.458333333333332
70630;PAPEL CELOFONE TRESMANN UN;TRESMANN - STT;15.0;874.6;1.9166666666666667
70630;PAPEL CELOFONE TRESMANN UN;TRESMANN - SMJ;146.0;556.5;1.0416666666666665
70631;ESPETO CHURR TRESMANN BAMBU 25' 50UN;TRESMANN - SMJ;80.0;693.6;3.2916666666666665
70631;ESPETO CHURR TRESMANN BAMBU 25' 50UN;TRESMANN - STT;50.0;829.4;3.8333333333333335
70637;FIBRA P/LIMPEZA TRESMANN 102X260MM;TRESMANN - STT;37.0;942.2;6.208333333333333
70637;FIBRA P/LIMPEZA TRESMANN 102X260MM;TRESMANN - SMJ;37.0;998.2;1.3333333333333335
70638;PANO M.USO TRESMANN VERDE C/5UN;TRESMANN - STT;30.0;997.0;1.4166666666666667
70638;PANO M.USO TRESMANN VERDE C/5UN;TRESMANN - SMJ;26.0;1042.67;1.0
70640;PANO TRESMANN MULTI USO VERDE ROLO C/25UN;TRESMANN - STT;76.0;1073.2;5.083333333333334
70640;PANO TRESMANN MULTI USO VERDE ROLO C/25UN;TRESMANN - SMJ;13.0;953.8;2.2083333333333335
70641;ESPONJA TRESMANN ACO INOX UN;TRESMANN - STT;56.0;1316.0;7.583333333333334
70641;ESPONJA TRESMANN ACO INOX UN;TRESMANN - SMJ;59.0;1463.0;2.5833333333333335
70642;SACO CHAO ALVEJADO TRESMANN EXTRA BRANCO UN;TRESMANN - VIX;25.0;1389.6;15.375
70642;SACO CHAO ALVEJADO TRESMANN EXTRA BRANCO UN;TRESMANN - STT;81.0;889.4;15.041666666666668
70642;SACO CHAO ALVEJADO TRESMANN EXTRA BRANCO UN;TRESMANN - SMJ;31.0;1049.0;1.0416666666666667
70643;PANO FLANELA TRESMANN OURO 28X38CM;TRESMANN - STT;11.0;901.6;2.9583333333333335
70643;PANO FLANELA TRESMANN OURO 28X38CM;TRESMANN - SMJ;10.0;1258.4;1.3333333333333333
70644;CORDA VARAL TRESMANN N.7 C/10MT;TRESMANN - STT;13.0;852.8;6.125
70644;CORDA VARAL TRESMANN N.7 C/10MT;TRESMANN - SMJ;22.0;775.6;1.9583333333333333
70645;CORDA VARAL TRESMANN N.10 C/10MT;TRESMANN - STT;34.0;735.8;3.75
70645;CORDA VARAL TRESMANN N.10 C/10MT;TRESMANN - SMJ;112.0;1469.2;2.875
70647;SACO LIXO TRESMANN ROLO BANHEIRO C/30UN;TRESMANN - STT;7.0;754.6;9.5
70647;SACO LIXO TRESMANN ROLO BANHEIRO C/30UN;TRESMANN - VIX;0.0;1423.2;5.0
70647;SACO LIXO TRESMANN ROLO BANHEIRO C/30UN;TRESMANN - SMJ;18.0;1383.2;2.4583333333333335
70648;SACO LIXO TRESMANN ROLO PIA C/30UN;TRESMANN - VIX;-12.0;1727.2;5.458333333333333
70648;SACO LIXO TRESMANN ROLO PIA C/30UN;TRESMANN - STT;0.0;834.2;14.208333333333332
70648;SACO LIXO TRESMANN ROLO PIA C/30UN;TRESMANN - SMJ;12.0;1729.4;1.6666666666666667
70652;PACOCA DE AMENDOIM GUIMARAES 180GR;TRESMANN - STT;4.0;232.8;4.0
70652;PACOCA DE AMENDOIM GUIMARAES 180GR;TRESMANN - SMJ;8.0;230.4;1.75
70656;CREME RICOTA TIROLEZ 200GR;TRESMANN - VIX;16.0;51.4;20.916666666666664
70658;PANO TRESMANN MICROFIBA AZUL 39X59CM;TRESMANN - STT;2.0;967.0;2.0416666666666665
70658;PANO TRESMANN MICROFIBA AZUL 39X59CM;TRESMANN - SMJ;0.0;1017.2;2.0416666666666665
70659;SUPER LUVA TRESMANN 25CMX15CM;TRESMANN - STT;27.0;1087.4;0.75
70659;SUPER LUVA TRESMANN 25CMX15CM;TRESMANN - SMJ;30.0;881.4;0.5
70660;PRENDEDOR ROUPA TRESMANN G 12UN;TRESMANN - STT;40.0;991.4;16.375
70660;PRENDEDOR ROUPA TRESMANN G 12UN;TRESMANN - SMJ;84.0;1364.8;12.083333333333334
70661;PRENDEDOR ROUPA TRESMANN P 12UN;TRESMANN - SMJ;15.0;1432.8;24.166666666666664
70661;PRENDEDOR ROUPA TRESMANN P 12UN;TRESMANN - STT;50.0;878.4;16.666666666666668
70662;SACO LIXO TRESMANN 15LT PRETO C/80UN;TRESMANN - STT;4.0;899.2;7.208333333333334
70662;SACO LIXO TRESMANN 15LT PRETO C/80UN;TRESMANN - SMJ;26.0;1478.0;4.833333333333333
70663;SACO LIXO TRESMANN 30LT PRETO C/50UN;TRESMANN - SMJ;6.0;1430.8;9.625
70663;SACO LIXO TRESMANN 30LT PRETO C/50UN;TRESMANN - STT;27.0;764.2;8.458333333333334
70664;SACO LIXO TRESMANN 50LT PRETO C/40UN;TRESMANN - STT;6.0;677.0;11.625
70664;SACO LIXO TRESMANN 50LT PRETO C/40UN;TRESMANN - SMJ;10.0;887.6;8.791666666666668
70665;SACO LIXO TRESMANN 100LT PRETO C/25UN;TRESMANN - STT;8.0;738.4;6.958333333333333
70665;SACO LIXO TRESMANN 100LT PRETO C/25UN;TRESMANN - SMJ;1.0;1539.0;8.25
70666;PANO CHAO TRESMANN ESFREGAO ALVEJADO 60X90CM;TRESMANN - SMJ;58.0;1114.6;1.875
70666;PANO CHAO TRESMANN ESFREGAO ALVEJADO 60X90CM;TRESMANN - STT;60.0;1137.0;7.208333333333334
70667;PANO TRESMANN MICROFIBA AZUL 50X70CM;TRESMANN - SMJ;6.0;1176.0;0.4583333333333333
70667;PANO TRESMANN MICROFIBA AZUL 50X70CM;TRESMANN - STT;5.0;748.8;2.5833333333333335
70668;CORDA VARAL TRESMANN 15M ACO UN;TRESMANN - STT;45.0;888.0;3.625
70668;CORDA VARAL TRESMANN 15M ACO UN;TRESMANN - SMJ;3.0;1057.6;3.9166666666666665
70669;SACO LIXO TRESMANN 30LT PRETO C/10UN;TRESMANN - SMJ;17.0;1153.5;3.333333333333333
70669;SACO LIXO TRESMANN 30LT PRETO C/10UN;TRESMANN - STT;38.0;859.6;8.458333333333332
70670;SACO LIXO TRESMANN 50LT PRETO C/10UN;TRESMANN - STT;27.0;920.8;9.708333333333332
70670;SACO LIXO TRESMANN 50LT PRETO C/10UN;TRESMANN - SMJ;11.0;1364.2;3.083333333333333
70671;SACO LIXO TRESMANN 100LT PRETO C/5UN;TRESMANN - STT;1.0;753.0;11.791666666666666
70671;SACO LIXO TRESMANN 100LT PRETO C/5UN;TRESMANN - SMJ;26.0;1099.67;11.916666666666666
70673;CORDA VARAL TRESMANN 10M ACO UN;TRESMANN - SMJ;80.0;906.4;4.333333333333333
70673;CORDA VARAL TRESMANN 10M ACO UN;TRESMANN - STT;50.0;842.0;2.833333333333333
70682;BATON GAROTO RECH EXTRA MILK 30X16G;TRESMANN - SMJ;4.0;198.33;12.166666666666666
70682;BATON GAROTO RECH EXTRA MILK 30X16G;TRESMANN - STT;25.0;169.0;13.916666666666666
70682;BATON GAROTO RECH EXTRA MILK 30X16G;TRESMANN - VIX;-8.0;300.0;18.375
70685;AMENDOIM GUIMARAES CARA PINA DOCE 200G;TRESMANN - SMJ;12.0;232.0;0.7916666666666666
70685;AMENDOIM GUIMARAES CARA PINA DOCE 200G;TRESMANN - STT;8.0;228.6;1.0416666666666665
70687;PASTA AMENDOIM GUIMARAES INTEGRAL 500G;TRESMANN - VIX;0.0;310.6;4.583333333333333
70687;PASTA AMENDOIM GUIMARAES INTEGRAL 500G;TRESMANN - STT;6.0;409.6;3.291666666666667
70687;PASTA AMENDOIM GUIMARAES INTEGRAL 500G;TRESMANN - SMJ;8.0;347.6;1.7916666666666665
70688;PACOCA GUIMARAES ROLHA TRAD 166G;TRESMANN - STT;17.0;202.4;2.666666666666667
70688;PACOCA GUIMARAES ROLHA TRAD 166G;TRESMANN - SMJ;15.0;200.2;2.416666666666667
70689;MARIOLA GUIMARAES 300G;TRESMANN - STT;0.0;307.0;0.7916666666666667
70689;MARIOLA GUIMARAES 300G;TRESMANN - SMJ;11.0;320.0;4.041666666666667
70690;ACUCAR MASCAVO GUIMARAES ORGANICO 300G;TRESMANN - SMJ;0.0;636.6;0.8333333333333334
70690;ACUCAR MASCAVO GUIMARAES ORGANICO 300G;TRESMANN - STT;5.0;443.2;1.0416666666666667
70691;DOCE LEITE GUIMARAES FONDANT 160G;TRESMANN - SMJ;8.0;236.2;0.20833333333333334
70691;DOCE LEITE GUIMARAES FONDANT 160G;TRESMANN - STT;0.0;229.6;0.5833333333333334
70703;TOMILHO PREMIER TUBO 15GR;TRESMANN - STT;10.0;662.2;0.7916666666666666
70703;TOMILHO PREMIER TUBO 15GR;TRESMANN - VIX;11.0;692.6;1.4166666666666665
70703;TOMILHO PREMIER TUBO 15GR;TRESMANN - SMJ;10.0;711.0;0.375
70704;COMINHO PREMIER PO TUBO 25GR;TRESMANN - STT;6.0;665.4;1.2083333333333335
70704;COMINHO PREMIER PO TUBO 25GR;TRESMANN - VIX;7.0;669.6;3.041666666666667
70704;COMINHO PREMIER PO TUBO 25GR;TRESMANN - SMJ;17.0;663.4;0.25
70705;CURCUMA PREMIER TUBO 30GR;TRESMANN - STT;11.0;640.8;7.541666666666666
70705;CURCUMA PREMIER TUBO 30GR;TRESMANN - VIX;10.0;685.0;4.208333333333334
70705;CURCUMA PREMIER TUBO 30GR;TRESMANN - SMJ;24.0;640.0;2.708333333333333
70706;BAUNILHA PREMIER EM FAVA TUBO 1UNI;TRESMANN - STT;12.0;662.0;0.5
70706;BAUNILHA PREMIER EM FAVA TUBO 1UNI;TRESMANN - VIX;8.0;646.2;0.6666666666666666
70706;BAUNILHA PREMIER EM FAVA TUBO 1UNI;TRESMANN - SMJ;7.0;629.25;0.125
70707;SALSA PREMIER TUBO 8GR;TRESMANN - SMJ;13.0;641.2;0.9583333333333333
70707;SALSA PREMIER TUBO 8GR;TRESMANN - VIX;10.0;675.4;2.4583333333333335
70707;SALSA PREMIER TUBO 8GR;TRESMANN - STT;16.0;685.4;2.041666666666667
70708;ERVA DOCE PREMIER TUBO 28GR;TRESMANN - VIX;12.0;574.2;1.75
70708;ERVA DOCE PREMIER TUBO 28GR;TRESMANN - STT;5.0;651.4;0.8333333333333333
70708;ERVA DOCE PREMIER TUBO 28GR;TRESMANN - SMJ;8.0;683.67;0.041666666666666664
70709;ESTRAGAO PREMIER TUBO 4GR;TRESMANN - VIX;24.0;648.6;0.08333333333333333
70710;ZIMBRO PREMIER TUBO 14GR;TRESMANN - STT;9.0;693.67;0.08333333333333333
70710;ZIMBRO PREMIER TUBO 14GR;TRESMANN - SMJ;18.0;582.0;0.16666666666666666
70710;ZIMBRO PREMIER TUBO 14GR;TRESMANN - VIX;6.0;641.0;0.20833333333333334
70711;CURRY PREMIER TUBO 35GR;TRESMANN - STT;9.0;709.2;5.333333333333333
70711;CURRY PREMIER TUBO 35GR;TRESMANN - VIX;10.0;666.6;4.083333333333334
70711;CURRY PREMIER TUBO 35GR;TRESMANN - SMJ;17.0;715.6;1.2916666666666665
70712;GENGIBRE PREMIER EM PO TUBO 25GR;TRESMANN - SMJ;12.0;700.8;1.5833333333333335
70712;GENGIBRE PREMIER EM PO TUBO 25GR;TRESMANN - STT;8.0;579.6;2.708333333333333
70712;GENGIBRE PREMIER EM PO TUBO 25GR;TRESMANN - VIX;15.0;677.4;1.375
70713;COLORIFICO PREMIER EXTRA FORTE TUBO 45GR;TRESMANN - VIX;16.0;665.6;2.083333333333333
70713;COLORIFICO PREMIER EXTRA FORTE TUBO 45GR;TRESMANN - SMJ;1.0;687.6;0.20833333333333334
70713;COLORIFICO PREMIER EXTRA FORTE TUBO 45GR;TRESMANN - STT;14.0;704.6;3.0
70714;ERVAS FINAS PREMIER TUBO 12GR;TRESMANN - VIX;8.0;664.0;1.75
70714;ERVAS FINAS PREMIER TUBO 12GR;TRESMANN - STT;25.0;629.2;1.4583333333333333
70714;ERVAS FINAS PREMIER TUBO 12GR;TRESMANN - SMJ;13.0;676.4;1.0
70715;ZATHAR PREMIER TUBO 30GR;TRESMANN - VIX;15.0;691.2;0.75
70715;ZATHAR PREMIER TUBO 30GR;TRESMANN - STT;6.0;665.2;2.75
70715;ZATHAR PREMIER TUBO 30GR;TRESMANN - SMJ;10.0;701.5;0.75
70716;SAL ROSA HIMALAIA PREMIER CEBOLA ALHO MOEDOR 75GR;TRESMANN - SMJ;12.0;698.2;0.2916666666666667
70716;SAL ROSA HIMALAIA PREMIER CEBOLA ALHO MOEDOR 75GR;TRESMANN - STT;9.0;714.8;0.5
70717;SAL ROSA HIMALAIA PREMIER ERVAS FINAS MOEDOR 60GR;TRESMANN - STT;12.0;693.2;0.4166666666666667
70717;SAL ROSA HIMALAIA PREMIER ERVAS FINAS MOEDOR 60GR;TRESMANN - SMJ;15.0;675.0;0.7916666666666667
70718;SAL ROSA HIMALAIA PREMIER LEMON PEPPER MOEDOR 65GR;TRESMANN - SMJ;6.0;670.8;0.7083333333333334
70718;SAL ROSA HIMALAIA PREMIER LEMON PEPPER MOEDOR 65GR;TRESMANN - STT;13.0;645.6;0.5833333333333334
70719;SAL ROSA HIMALAIA PREMIER CHIMICHURRI MOEDOR 60GR;TRESMANN - STT;6.0;604.4;0.8333333333333333
70719;SAL ROSA HIMALAIA PREMIER CHIMICHURRI MOEDOR 60GR;TRESMANN - SMJ;8.0;669.8;0.125
70720;MIX DE PIMENTAS PREMIER COM MOEDOR 45GR;TRESMANN - VIX;9.0;670.4;3.458333333333333
70720;MIX DE PIMENTAS PREMIER COM MOEDOR 45GR;TRESMANN - STT;6.0;702.0;0.9166666666666666
70720;MIX DE PIMENTAS PREMIER COM MOEDOR 45GR;TRESMANN - SMJ;8.0;689.0;1.375
70721;SAL ROSA HIMALAIA PREMIER COM MOEDOR 100GR;TRESMANN - VIX;9.0;592.6;3.875
70721;SAL ROSA HIMALAIA PREMIER COM MOEDOR 100GR;TRESMANN - SMJ;6.0;689.4;0.875
70721;SAL ROSA HIMALAIA PREMIER COM MOEDOR 100GR;TRESMANN - STT;7.0;591.0;0.5
70722;LOURO PREMIER PO TUBO 18GR;TRESMANN - VIX;19.0;669.4;2.1666666666666665
70722;LOURO PREMIER PO TUBO 18GR;TRESMANN - STT;5.0;570.6;2.083333333333333
70722;LOURO PREMIER PO TUBO 18GR;TRESMANN - SMJ;9.0;662.2;0.875
70723;MIX DE PIMENTAS PREMIER TUBO 28GR;TRESMANN - STT;18.0;695.8;0.4166666666666667
70723;MIX DE PIMENTAS PREMIER TUBO 28GR;TRESMANN - VIX;16.0;674.4;1.2916666666666665
70723;MIX DE PIMENTAS PREMIER TUBO 28GR;TRESMANN - SMJ;10.0;678.8;0.9583333333333333
70724;MANJERONA PREMIER TUBO 7GR;TRESMANN - STT;16.0;592.6;0.875
70724;MANJERONA PREMIER TUBO 7GR;TRESMANN - VIX;15.0;583.8;0.4166666666666667
70724;MANJERONA PREMIER TUBO 7GR;TRESMANN - SMJ;18.0;622.6;0.375
70725;MANJERICAO PREMIER TUBO 8GR;TRESMANN - SMJ;9.0;669.0;0.9166666666666667
70725;MANJERICAO PREMIER TUBO 8GR;TRESMANN - STT;14.0;625.0;1.7916666666666667
70725;MANJERICAO PREMIER TUBO 8GR;TRESMANN - VIX;12.0;648.4;0.7083333333333334
70726;CANELA PREMIER EM CASCA TUBO 12GR;TRESMANN - SMJ;8.0;647.2;0.125
70726;CANELA PREMIER EM CASCA TUBO 12GR;TRESMANN - VIX;17.0;619.0;2.5
70726;CANELA PREMIER EM CASCA TUBO 12GR;TRESMANN - STT;13.0;702.0;1.375
70727;CRAVO DA INDIA PREMIER EM PO TUBO 30GR;TRESMANN - SMJ;9.0;614.4;0.125
70727;CRAVO DA INDIA PREMIER EM PO TUBO 30GR;TRESMANN - VIX;11.0;634.6;0.75
70727;CRAVO DA INDIA PREMIER EM PO TUBO 30GR;TRESMANN - STT;11.0;670.4;0.625
70728;ERVAS PREMIER DE PROVENCE TUBO 15GR;TRESMANN - VIX;9.0;641.8;2.583333333333333
70728;ERVAS PREMIER DE PROVENCE TUBO 15GR;TRESMANN - STT;11.0;706.8;1.2916666666666665
70728;ERVAS PREMIER DE PROVENCE TUBO 15GR;TRESMANN - SMJ;16.0;683.0;0.20833333333333334
70729;CRAVO DA INDIA PREMIER TUBO 15GR;TRESMANN - SMJ;10.0;628.6;1.375
70729;CRAVO DA INDIA PREMIER TUBO 15GR;TRESMANN - VIX;10.0;586.8;2.5833333333333335
70729;CRAVO DA INDIA PREMIER TUBO 15GR;TRESMANN - STT;9.0;661.8;1.1666666666666665
70730;ALHO PREMIER FRITO TUBO 30GR;TRESMANN - VIX;7.0;711.8;1.7916666666666667
70730;ALHO PREMIER FRITO TUBO 30GR;TRESMANN - SMJ;17.0;716.8;2.2916666666666665
70730;ALHO PREMIER FRITO TUBO 30GR;TRESMANN - STT;4.0;614.0;4.125
70731;ALHO PREMIER GRANULADO TUBO 35GR;TRESMANN - SMJ;14.0;622.4;0.875
70731;ALHO PREMIER GRANULADO TUBO 35GR;TRESMANN - STT;5.0;674.2;2.875
70731;ALHO PREMIER GRANULADO TUBO 35GR;TRESMANN - VIX;14.0;658.2;2.041666666666667
70732;NOZ MOSCADA PREMIER EM PO TUBO 25GR;TRESMANN - SMJ;12.0;668.8;0.4583333333333333
