83538;6
15394;24
76225;24
74747;24
73950;6
15400;36
79954;24
15403;12
62943;12
62822;12
63283;48
56455;12
83298;12
75014;48
62918;12
73041;24
28850;12
49541;24
43269;12
15458;84
80147;24
15442;6
15444;24
30377;6
66923;6
56416;6
27161;6
72682;6
15881;12
72642;6
15959;6
57421;6
55353;6
54249;6
68948;6
68946;6
73855;6
68952;12
68947;12
73854;12
16123;6
27332;6
55436;6
78334;12
56784;6
65513;6
81400;6
61284;3
49660;12
32830;6
71822;6
32832;6
44106;12
16362;6
36512;6
19230;12
16379;6
16380;3
32601;6
73540;12
69690;6
78329;6
60811;6
76563;6
82185;6
43491;6
28813;6
60809;12
55983;6
57514;6
61814;6
59778;12
71344;12
61672;6
61612;6
31900;6
16727;6
16799;6
16798;6
16805;6
67523;3
43953;6
16851;12
16852;6
84133;12
53411;24
33654;6
23212;12
43989;12
26737;6
52505;12
35973;24
50406;6
39718;12
53502;12
59346;6
17315;12
17060;12
17063;12
59945;12
83685;6
20616;12
83804;6
20025;6
83684;6
83682;6
20624;6
29762;6
17088;96
17881;24
17103;24
75710;12
56057;6
78164;8
69019;8
70851;9
76769;12
69220;8
81383;12
78001;8
58035;8
78704;4
72100;3
27497;6
67821;12
15388;12
70988;6
12706;80
15302;60
72980;24
62771;30
66517;12
83803;12
66176;12
69794;36
31461;12
80153;24
80117;6
75880;12
75018;6
75019;12
17232;7
25355;12
52190;6
18425;16
14235;16
49783;6
66975;24
69036;6
31933;12
24292;12
63310;48
65804;12
65803;36
16915;6
55380;12
70992;12
61796;24
47027;24
83918;36
79036;84
83919;36
76440;42
17947;24
16945;18
69732;30
69714;48
69733;48
83405;24
69734;6
80383;48
53347;24
70319;6
81402;12
69830;24
81403;12
83406;5
81406;6
83540;6
57911;6
50408;6
71094;24
71092;6
71097;6
72917;30
67495;144
74196;60
67499;60
84129;36
84130;72
73429;6
76300;24
66617;42
83940;24
66603;6
66618;48
73926;48
70011;12
79946;6
65461;144
17004;12
17003;48
62164;24
62383;24
58168;24
52199;24
74573;24
47505;12
74566;24
72518;36
67229;12
67004;24
66731;12
17021;12
79496;6
69198;12
62783;24
21006;6
16282;18
16285;6
16287;18
36452;12
77536;12
59027;12
66870;12
37155;12
44780;12
73017;12
73015;12
73016;12
56783;12
16443;6
27435;6
16457;6
76367;6
16440;6
16454;6
16451;6
74249;12
74251;12
54361;6
48863;12
68539;12
79756;6
65477;12
48865;12
79755;6
68782;12
56446;36
72356;12
56441;24
81068;12
79270;12
79274;12
56440;6
56445;6
56430;24
41304;12
22343;12
45992;12
28854;6
16209;6
20757;12
57569;6
57219;6
83535;1
36071;16
69691;15
59004;12
78918;12
61826;24
45076;18
51655;102
51160;786
51161;90
57363;72
49743;13
50852;24
11316;4
52534;27
14383;48
14386;24
14388;18
30544;12
76112;3
81557;6
81370;12
61916;54
81371;24
54495;9
81365;30
43760;12
55973;5
61915;60
74771;5
36583;12
83434;6
83436;8
81168;3
47479;3
12014;18
31264;18
12021;12
73052;12
77903;6
72523;6
77924;6
77922;6
12221;12
12296;12
82016;6
68532;6
84245;24
80077;12
72447;6
77915;24
83819;24
12499;15
19398;6
28495;15
28527;15
12515;36
12517;60
12530;12
70170;6
76224;12
12811;432
12814;312
12817;276
12822;252
12824;600
35676;12
12851;12
12853;12
12863;24
12865;72
12935;60
13421;48
84658;12
80827;6
46246;34
82061;45
81490;179
84711;24
48727;12
45519;90
68847;8
85541;18
71080;12
71392;48
43618;12
77898;12
61081;21
45540;6
81169;12
36756;12
81170;6
13893;24
77914;12
66604;12
66169;72
67975;24
13996;72
77939;12
82759;6
37920;6
18298;12
14105;24
74235;24
48199;24
77908;12
77926;24
32913;36
14377;39
14380;165
84023;12
83444;36
85138;12
14649;10
81990;20
82182;25
84355;5
84456;24
70761;110
71275;10
81381;9
81390;18
27006;6
84354;10
71813;12
75326;12
14938;6
55033;18
78899;12
81573;6
79647;6
24911;18
69196;12
59461;6
85090;168
78967;12
81270;60
71155;12
54200;6
53445;5
10041;60
13328;6
66341;12
13382;6
48682;12
46242;20
85573;240
83894;6
82360;24
82362;24
82363;24
78817;12
61465;12
12404;20
12558;20
81615;22
58793;44
59035;110
59125;44
59127;22
58963;44
40189;132
72295;30
14411;480
10505;70
10506;20
14517;10
11037;12
11057;12
82022;36
37495;24
73298;24
47878;18
10207;48
10208;108
10706;50
10709;70
56642;15
56484;15
56641;30
56639;15
56485;15
57095;15
82359;2
77592;12
11816;12
25308;6
20397;96
21796;20
10241;60
50514;10
50515;10
57138;12
57137;12
21064;90
38117;10
10247;20
10248;20
83750;24
81285;12
81000;8
81001;8
74888;20
79195;40
74891;90
75339;10
84210;70
75338;40
76759;40
61983;15
61769;15
11300;12
11303;30
48763;12
81614;6
11313;6
48764;12
26673;27
43763;12
26674;14
43764;6
26672;14
26379;27
43767;24
26676;95
21535;36
14876;12
46241;24
14877;18
14882;78
59920;24
62148;24
14405;20
14446;10
14452;20
81884;10
82420;9
10749;72
54023;60
10118;10
53695;700
10120;260
83168;3
77971;12
71039;5
11231;6
51366;24
12424;24
77016;8
21854;6
51486;2
72720;12
17422;6
71385;6
17810;10
15461;20
82254;12
83916;6
53467;6
12724;38
15475;6
52353;18
19291;36
23234;9
56844;6
45314;9
21978;15
52972;6
45339;6
13199;3
80155;3
78866;9
79836;3
13378;9
45853;3
67480;3
18593;12
81183;14
85313;6
10500;50
70540;50
69420;24
69423;12
10563;100
85016;24
85866;12
73993;50
73443;100
10579;25
32291;120
32439;50
56028;20
80729;6
80748;6
81100;12
81126;6
81096;12
68077;12
16956;12
29356;36
31452;72
81105;12
57309;12
81118;12
81131;72
85277;36
17007;36
17009;48
17010;6
57308;12
35192;12
35311;36
35191;24
12561;3
12566;18
12680;216
80910;36
27028;144
27029;160
77582;80
12783;132
38122;112
82604;428
29843;36
29844;12
32488;10
77244;52
38448;81
73476;70
66081;10
65793;150
72195;6
72258;72
82708;12
82394;9
79351;1
28163;20
28708;20
22469;20
85475;100
79074;50
85473;100
60893;100
85484;20
85479;84
85486;78
85481;20
85482;20
85485;3
85480;90
22365;36
49768;18
43515;12
10082;12
48032;48
84352;12
30291;12
29413;405
70205;12
62115;50
28864;324
63281;36
49335;13
71601;100
43772;25
52197;6
73316;30
78116;12
73318;78
73317;42
73319;90
77938;12
54771;138
48034;300
43771;216
58678;38
13227;12
74116;6
78925;48
78923;12
10144;12
10145;12
32925;95
58340;12
32924;54
27139;81
60629;297
11615;24
18865;48
19215;12
11817;12
18862;12
83562;18
83559;36
74034;4
74035;8
84627;12
84739;90
84736;36
75745;36
76229;30
65502;10
65503;10
68629;140
62614;40
62615;20
62616;20
68631;80
69034;100
68630;200
68327;90
10480;80
67935;80
28323;100
10484;100
33858;20
78599;20
78596;20
78598;50
47424;40
28157;15
29801;20
23036;20
23037;80
11513;12
11530;12
11533;24
11534;24
11547;48
11549;36
11552;12
74832;12
74833;12
75088;200
75909;120
13073;49
13081;28
